ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600809.SH,20211207,320.0,326.66,317.59,318.7,321.0,-2.3,-0.7165,50864.62,1633792.02
600809.SH,20211206,325.0,328.63,320.0,321.0,324.51,-3.51,-1.0816,57738.94,1867121.272
600809.SH,20211203,313.0,330.02,312.56,324.51,314.98,9.53,3.0256,92927.39,3028320.412
600809.SH,20211202,313.0,315.39,310.0,314.98,312.42,2.56,0.8194,39121.13,1225978.365
600809.SH,20211201,315.0,316.5,310.55,312.42,310.02,2.4,0.7741,36111.54,1130969.389
600809.SH,20211130,315.98,319.13,310.01,310.02,315.1,-5.08,-1.6122,53846.8,1683236.461
600809.SH,20211129,312.8,317.6,310.05,315.1,315.0,0.1,0.0317,62656.73,1965052.803
600809.SH,20211126,313.71,317.0,312.58,315.0,315.18,-0.18,-0.0571,47888.94,1504760.967
600809.SH,20211125,322.82,323.77,312.67,315.18,318.01,-2.83,-0.8899,64539.82,2046854.101
600809.SH,20211124,308.18,324.8,308.1,318.01,308.17,9.84,3.193,112645.46,3592028.917
600809.SH,20211123,308.2,313.5,306.3,308.17,310.2,-2.03,-0.6544,54665.63,1692751.414
600809.SH,20211122,310.77,318.6,308.55,310.2,311.7,-1.5,-0.4812,63020.84,1972882.051
600809.SH,20211119,309.0,316.8,308.06,311.7,311.12,0.58,0.1864,57762.44,1811855.574
600809.SH,20211118,309.35,313.0,305.8,311.12,309.95,1.17,0.3775,40473.33,1254474.384
600809.SH,20211117,309.42,312.19,305.78,309.95,310.7,-0.75,-0.2414,43664.48,1351128.175
600809.SH,20211116,295.51,316.78,295.0,310.7,296.25,14.45,4.8776,89449.09,2755471.841
600809.SH,20211115,294.15,297.8,289.57,296.25,291.89,4.36,1.4937,41117.93,1211814.395
600809.SH,20211112,295.6,298.97,291.58,291.89,295.0,-3.11,-1.0542,46407.1,1365009.99
600809.SH,20211111,295.9,298.8,292.18,295.0,297.9,-2.9,-0.9735,42271.83,1243304.059
600809.SH,20211110,302.0,305.8,293.48,297.9,302.01,-4.11,-1.3609,49297.53,1467346.735
600809.SH,20211109,302.0,306.62,299.03,302.01,299.9,2.11,0.7036,54234.43,1642467.671
600809.SH,20211108,294.0,302.35,292.73,299.9,295.28,4.62,1.5646,58216.14,1740633.437
600809.SH,20211105,292.9,303.33,290.2,295.28,293.32,1.96,0.6682,72400.15,2149939.877
600809.SH,20211104,283.73,296.95,282.8,293.32,282.1,11.22,3.9773,98337.78,2862265.907
600809.SH,20211103,288.0,288.17,280.1,282.1,285.9,-3.8,-1.3291,56244.62,1596676.941
600809.SH,20211102,287.99,291.89,279.01,285.9,286.7,-0.8,-0.279,98468.43,2799341.784
600809.SH,20211101,295.0,295.05,286.0,286.7,301.5,-14.8,-4.9088,126970.19,3671981.096
600809.SH,20211029,310.45,311.8,298.0,301.5,307.1,-5.6,-1.8235,111313.33,3373977.815
600809.SH,20211028,310.3,316.5,303.25,307.1,310.4,-3.3,-1.0631,73500.51,2271414.271
600809.SH,20211027,316.0,318.2,309.0,310.4,319.89,-9.49,-2.9666,65672.57,2053335.131
600809.SH,20211026,323.0,324.21,314.0,319.89,323.61,-3.72,-1.1495,64199.87,2045583.675
600809.SH,20211025,326.96,329.7,317.02,323.61,328.13,-4.52,-1.3775,59132.4,1903042.077
600809.SH,20211022,330.0,332.58,322.98,328.13,326.62,1.51,0.4623,50569.65,1662612.147
600809.SH,20211021,329.7,330.9,319.0,326.62,329.8,-3.18,-0.9642,57201.88,1853979.04
600809.SH,20211020,329.85,336.0,324.98,329.8,329.99,-0.19,-0.0576,49378.06,1628656.913
600809.SH,20211019,310.2,330.0,310.0,329.99,312.12,17.87,5.7254,104639.41,3394055.723
600809.SH,20211018,338.44,338.44,312.12,312.12,346.8,-34.68,-10.0,116621.89,3742875.191
600809.SH,20211015,333.0,350.0,333.0,346.8,340.45,6.35,1.8652,70862.52,2443462.938
600809.SH,20211014,335.1,345.39,328.0,340.45,333.8,6.65,1.9922,66530.0,2247696.197
600809.SH,20211013,320.5,343.8,319.0,333.8,319.0,14.8,4.6395,89349.66,2963751.646
600809.SH,20211012,314.8,322.0,309.33,319.0,317.6,1.4,0.4408,52968.0,1680690.455
600809.SH,20211011,327.08,331.65,315.92,317.6,325.0,-7.4,-2.2769,64231.28,2074775.09
600809.SH,20211008,317.22,331.33,310.77,325.0,315.5,9.5,3.0111,80049.33,2605462.042
600809.SH,20210930,316.41,322.07,312.2,315.5,318.0,-2.5,-0.7862,65143.43,2069639.251
600809.SH,20210929,323.0,324.9,309.0,318.0,317.0,1.0,0.3155,64336.44,2043841.398
600809.SH,20210928,322.2,326.53,304.9,317.0,324.9,-7.9,-2.4315,89734.55,2849123.115
600809.SH,20210927,326.0,352.06,323.63,324.9,321.71,3.19,0.9916,148563.91,4995758.728
600809.SH,20210924,308.85,326.7,308.85,321.71,311.91,9.8,3.1419,91919.54,2948449.429
600809.SH,20210923,309.52,322.0,305.2,311.91,311.0,0.91,0.2926,70528.71,2212357.383
600809.SH,20210922,314.0,316.66,305.04,311.0,316.86,-5.86,-1.8494,70467.71,2186005.468
600809.SH,20210917,293.5,320.0,293.5,316.86,297.25,19.61,6.5971,106779.98,3312257.135
600809.SH,20210916,287.66,299.53,286.85,297.25,289.98,7.27,2.5071,73315.42,2165991.451
600809.SH,20210915,299.15,299.2,287.0,289.98,299.59,-9.61,-3.2077,81078.67,2368159.621
600809.SH,20210914,297.8,304.22,295.0,299.59,293.22,6.37,2.1724,82597.05,2481003.609
600809.SH,20210913,288.37,307.92,287.5,293.22,289.7,3.52,1.2151,101832.69,3031335.503
600809.SH,20210910,277.88,296.6,274.0,289.7,275.4,14.3,5.1924,116094.34,3354243.577
600809.SH,20210909,274.01,279.62,271.99,275.4,275.46,-0.06,-0.0218,49869.04,1378376.701
600809.SH,20210908,288.18,288.2,275.0,275.46,285.18,-9.72,-3.4084,65306.76,1819831.552
600809.SH,20210907,280.3,290.28,275.1,285.18,280.77,4.41,1.5707,95114.01,2712862.59
600809.SH,20210906,265.99,285.0,261.68,280.77,267.14,13.63,5.1022,123698.96,3438350.724
600809.SH,20210903,267.25,270.6,256.6,267.14,268.02,-0.88,-0.3283,100693.79,2644472.782
600809.SH,20210902,279.87,282.82,266.0,268.02,278.99,-10.97,-3.932,85407.71,2328614.865
600809.SH,20210901,274.45,285.77,262.48,278.99,277.52,1.47,0.5297,128984.25,3557828.764
600809.SH,20210831,278.31,282.0,271.6,277.52,279.97,-2.45,-0.8751,71393.9,1971001.09
600809.SH,20210830,284.0,286.32,271.71,279.97,281.0,-1.03,-0.3665,94894.98,2650231.699
600809.SH,20210827,276.5,293.1,273.0,281.0,275.8,5.2,1.8854,122904.56,3500664.725
600809.SH,20210826,282.54,282.54,270.0,275.8,284.55,-8.75,-3.075,79128.64,2177602.675
600809.SH,20210825,281.57,288.0,280.88,284.55,278.1,6.45,2.3193,74892.56,2133234.612
600809.SH,20210824,273.0,282.92,268.82,278.1,270.2,7.9,2.9238,105099.65,2911537.683
600809.SH,20210823,280.2,282.0,265.0,270.2,272.04,-1.84,-0.6764,141648.09,3832204.794
600809.SH,20210820,289.9,292.2,269.3,272.04,299.11,-27.07,-9.0502,164140.73,4566856.113
600809.SH,20210819,302.67,307.8,295.72,299.11,304.45,-5.34,-1.754,80662.75,2421837.705
600809.SH,20210818,305.61,309.58,295.0,304.45,304.61,-0.16,-0.0525,82444.14,2497213.144
