ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000596.SZ,20211207,258.99,265.0,256.0,258.32,259.9,-1.58,-0.6079,17058.08,444897.431
000596.SZ,20211206,263.69,270.0,259.11,259.9,264.0,-4.1,-1.553,22554.09,591991.107
000596.SZ,20211203,256.0,271.0,254.0,264.0,256.1,7.9,3.0847,33830.1,888180.392
000596.SZ,20211202,256.65,257.5,253.01,256.1,255.0,1.1,0.4314,14199.9,362845.701
000596.SZ,20211201,256.0,260.88,252.63,255.0,253.67,1.33,0.5243,19561.71,500341.726
000596.SZ,20211130,257.0,257.0,249.5,253.67,255.21,-1.54,-0.6034,16598.59,419864.476
000596.SZ,20211129,257.77,258.64,250.51,255.21,255.98,-0.77,-0.3008,16147.35,410638.422
000596.SZ,20211126,260.75,260.85,254.0,255.98,260.86,-4.88,-1.8707,13225.79,339104.377
000596.SZ,20211125,265.72,266.6,259.13,260.86,263.3,-2.44,-0.9267,15842.84,414445.336
000596.SZ,20211124,263.7,272.67,261.7,263.3,261.7,1.6,0.6114,23488.23,623341.336
000596.SZ,20211123,265.2,267.83,260.11,261.7,263.01,-1.31,-0.4981,21218.99,559027.961
000596.SZ,20211122,260.55,273.25,258.0,263.01,260.97,2.04,0.7817,28985.89,770156.13
000596.SZ,20211119,261.0,270.5,256.65,260.97,260.98,-0.01,-0.0038,25277.96,663592.481
000596.SZ,20211118,250.55,263.0,245.1,260.98,249.58,11.4,4.5677,42346.65,1093681.869
000596.SZ,20211117,248.58,252.9,241.12,249.58,252.03,-2.45,-0.9721,34547.27,853081.028
000596.SZ,20211116,230.99,252.03,228.52,252.03,229.12,22.91,9.9991,39003.16,963476.725
000596.SZ,20211115,232.37,239.8,228.51,229.12,232.75,-3.63,-1.5596,18049.98,419634.138
000596.SZ,20211112,235.99,238.49,232.0,232.75,234.55,-1.8,-0.7674,15264.79,358304.542
000596.SZ,20211111,235.7,236.99,232.32,234.55,235.53,-0.98,-0.4161,17554.88,411341.039
000596.SZ,20211110,240.26,241.77,234.1,235.53,240.26,-4.73,-1.9687,11426.64,270173.393
000596.SZ,20211109,241.5,245.5,237.1,240.26,243.0,-2.74,-1.1276,17501.0,421140.878
000596.SZ,20211108,242.67,245.67,236.4,243.0,241.46,1.54,0.6378,17230.56,416444.395
000596.SZ,20211105,242.0,248.4,241.0,241.46,244.81,-3.35,-1.3684,29549.13,724546.013
000596.SZ,20211104,222.61,244.81,222.61,244.81,222.55,22.26,10.0022,39322.99,933755.42
000596.SZ,20211103,226.23,231.0,222.01,222.55,227.99,-5.44,-2.3861,17416.26,392156.604
000596.SZ,20211102,231.85,233.0,222.2,227.99,234.1,-6.11,-2.61,28104.07,640427.55
000596.SZ,20211101,222.0,241.08,217.59,234.1,227.65,6.45,2.8333,45490.91,1053574.048
000596.SZ,20211029,224.23,236.2,224.14,227.65,224.15,3.5,1.5615,29366.34,670860.391
000596.SZ,20211028,232.76,232.8,222.52,224.15,227.8,-3.65,-1.6023,33142.01,749851.354
000596.SZ,20211027,234.06,234.06,225.09,227.8,234.1,-6.3,-2.6912,13249.94,301857.561
000596.SZ,20211026,233.06,237.0,230.64,234.1,234.8,-0.7,-0.2981,9639.85,225941.819
000596.SZ,20211025,237.44,237.63,232.46,234.8,236.0,-1.2,-0.5085,11877.21,278190.698
000596.SZ,20211022,236.48,238.88,233.37,236.0,235.98,0.02,0.0085,8866.62,209483.293
000596.SZ,20211021,236.02,238.66,232.2,235.98,236.18,-0.2,-0.0847,11836.09,278238.151
000596.SZ,20211020,236.69,240.87,234.02,236.18,236.0,0.18,0.0763,15710.53,372327.495
000596.SZ,20211019,224.0,237.5,223.5,236.0,223.8,12.2,5.4513,29952.66,698510.465
000596.SZ,20211018,230.0,230.0,218.0,223.8,234.8,-11.0,-4.6848,32898.45,732133.652
000596.SZ,20211015,237.44,239.49,229.5,234.8,239.92,-5.12,-2.134,20863.35,487062.755
000596.SZ,20211014,244.03,246.49,232.0,239.92,247.27,-7.35,-2.9725,23541.28,561332.822
000596.SZ,20211013,241.43,250.5,238.8,247.27,242.88,4.39,1.8075,29858.68,731996.211
000596.SZ,20211012,244.12,251.0,237.78,242.88,245.63,-2.75,-1.1196,18352.41,446021.303
000596.SZ,20211011,246.51,253.33,242.0,245.63,244.9,0.73,0.2981,15487.02,381617.91
000596.SZ,20211008,240.97,250.48,237.24,244.9,238.52,6.38,2.6748,24934.07,611360.471
000596.SZ,20210930,238.3,246.0,234.05,238.52,238.5,0.02,0.0084,24472.01,589057.925
000596.SZ,20210929,245.0,247.18,233.0,238.5,242.98,-4.48,-1.8438,24863.97,595331.038
000596.SZ,20210928,236.53,245.5,229.0,242.98,239.8,3.18,1.3261,39332.75,941700.491
000596.SZ,20210927,219.01,239.8,219.01,239.8,218.0,21.8,10.0,42275.11,1002328.117
000596.SZ,20210924,205.55,220.5,205.55,218.0,207.65,10.35,4.9843,23268.58,500131.745
000596.SZ,20210923,206.8,209.8,200.98,207.65,204.95,2.7,1.3174,17708.97,365664.163
000596.SZ,20210922,214.0,215.0,203.55,204.95,217.98,-13.03,-5.9776,19247.67,398560.973
000596.SZ,20210917,213.6,221.5,213.21,217.98,213.0,4.98,2.338,14287.39,310706.162
000596.SZ,20210916,216.83,221.99,213.0,213.0,218.5,-5.5,-2.5172,14864.54,321590.79
000596.SZ,20210915,221.17,224.87,215.0,218.5,220.58,-2.08,-0.943,21075.76,462517.368
000596.SZ,20210914,226.9,231.11,219.0,220.58,224.82,-4.24,-1.886,14359.02,321626.591
000596.SZ,20210913,227.88,229.68,223.0,224.82,229.85,-5.03,-2.1884,15538.85,351192.078
000596.SZ,20210910,228.01,234.78,227.5,229.85,230.0,-0.15,-0.0652,10659.84,245854.076
000596.SZ,20210909,224.3,232.88,224.3,230.0,227.03,2.97,1.3082,15215.76,349710.018
000596.SZ,20210908,229.5,231.0,226.0,227.03,227.85,-0.82,-0.3599,13563.28,309373.216
000596.SZ,20210907,226.43,231.71,223.02,227.85,226.43,1.42,0.6271,13326.38,304371.546
000596.SZ,20210906,219.19,231.0,213.0,226.43,220.16,6.27,2.8479,26003.85,590890.024
000596.SZ,20210903,218.0,220.98,210.5,220.16,219.98,0.18,0.0818,15364.79,332784.974
000596.SZ,20210902,220.06,230.06,218.44,219.98,221.2,-1.22,-0.5515,23580.69,527928.679
000596.SZ,20210901,209.99,227.8,204.0,221.2,212.0,9.2,4.3396,34582.59,761554.005
000596.SZ,20210831,214.6,214.88,206.23,212.0,211.76,0.24,0.1133,32170.19,679277.318
