ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000858.SZ,20211207,235.0,239.65,233.15,234.0,232.3,1.7,0.7318,308904.37,7293861.939
000858.SZ,20211206,231.0,235.0,229.0,232.3,229.45,2.85,1.2421,288786.69,6720204.454
000858.SZ,20211203,223.5,232.8,223.3,229.45,222.75,6.7,3.0079,340300.29,7800955.259
000858.SZ,20211202,220.6,223.9,219.31,222.75,220.56,2.19,0.9929,175309.74,3898019.542
000858.SZ,20211201,223.02,224.84,218.11,220.56,218.0,2.56,1.1743,192486.21,4256218.97
000858.SZ,20211130,224.98,225.5,218.0,218.0,224.73,-6.73,-2.9947,230145.98,5063790.458
000858.SZ,20211129,220.5,225.0,220.25,224.73,222.86,1.87,0.8391,192364.11,4292901.366
000858.SZ,20211126,222.86,223.58,219.08,222.86,222.95,-0.09,-0.0404,162472.95,3602490.66
000858.SZ,20211125,228.0,229.15,222.17,222.95,224.42,-1.47,-0.655,284628.27,6397889.416
000858.SZ,20211124,218.0,227.98,218.0,224.42,214.8,9.62,4.4786,476278.47,10627879.572
000858.SZ,20211123,214.99,218.5,213.36,214.8,215.97,-1.17,-0.5417,193866.37,4190535.756
000858.SZ,20211122,214.0,222.0,213.0,215.97,212.6,3.37,1.5851,319782.76,6972004.751
000858.SZ,20211119,207.88,216.5,207.4,212.6,208.62,3.98,1.9078,242929.59,5188161.635
000858.SZ,20211118,209.99,210.98,207.55,208.62,211.51,-2.89,-1.3664,132202.62,2759820.062
000858.SZ,20211117,211.05,213.0,209.0,211.51,212.0,-0.49,-0.2311,174214.6,3668952.608
000858.SZ,20211116,205.89,213.45,205.11,212.0,204.7,7.3,3.5662,314356.75,6618521.492
000858.SZ,20211115,204.99,207.5,203.11,204.7,203.85,0.85,0.417,207244.8,4251527.056
000858.SZ,20211112,207.37,207.67,203.11,203.85,206.51,-2.66,-1.2881,157885.12,3227721.076
000858.SZ,20211111,205.66,207.0,203.58,206.51,205.7,0.81,0.3938,166520.85,3416388.386
000858.SZ,20211110,208.77,209.88,203.2,205.7,208.77,-3.07,-1.4705,172002.67,3532443.273
000858.SZ,20211109,209.68,212.68,207.55,208.77,210.99,-2.22,-1.0522,155039.34,3250092.17
000858.SZ,20211108,210.0,212.41,207.76,210.99,210.31,0.68,0.3233,156373.86,3290544.446
000858.SZ,20211105,206.82,214.7,206.81,210.31,206.82,3.49,1.6875,301429.97,6372245.155
000858.SZ,20211104,201.09,207.86,200.3,206.82,199.13,7.69,3.8618,298641.62,6104737.433
000858.SZ,20211103,201.52,202.5,198.68,199.13,201.32,-2.19,-1.0878,218919.68,4378799.392
000858.SZ,20211102,203.98,205.9,199.65,201.32,204.94,-3.62,-1.7664,349334.47,7067034.632
000858.SZ,20211101,200.0,209.52,196.9,204.94,216.51,-11.57,-5.3439,580036.53,11775758.002
